GAME_ID,MIN_HOME,PTS_HOME,FGM_HOME,FGA_HOME,FG_PCT_HOME,FG3M_HOME,FG3A_HOME,FG3_PCT_HOME,FTM_HOME,FTA_HOME,FT_PCT_HOME,OREB_HOME,DREB_HOME,REB_HOME,AST_HOME,STL_HOME,BLK_HOME,TOV_HOME,PF_HOME,PLUS_MINUS_HOME,TEAM_NAME_HOME,GAME_DATE_HOME,WL_HOME,MIN_AWAY,PTS_AWAY,FGM_AWAY,FGA_AWAY,FG_PCT_AWAY,FG3M_AWAY,FG3A_AWAY,FG3_PCT_AWAY,FTM_AWAY,FTA_AWAY,FT_PCT_AWAY,OREB_AWAY,DREB_AWAY,REB_AWAY,AST_AWAY,STL_AWAY,BLK_AWAY,TOV_AWAY,PF_AWAY,PLUS_MINUS_AWAY,TEAM_NAME_AWAY,GAME_DATE_AWAY,WL_AWAY
0021500218,239.6,95.8,34.2,79.4,0.43019999999999997,5.6,21.0,0.2682,21.8,32.0,0.6759999999999999,11.4,35.8,47.2,20.0,6.2,9.4,13.4,18.6,-1.2,Miami Heat,2015-11-25 00:00:00,L,240.0,97.4,36.8,87.8,0.4208,8.6,26.8,0.317,15.2,19.2,0.7958000000000001,13.4,33.2,46.6,19.2,7.6,3.6,12.8,17.8,3.0,Detroit Pistons,2015-11-25 00:00:00,W
0021500219,240.4,99.0,34.8,78.8,0.44139999999999996,8.2,22.6,0.3426,21.2,26.8,0.786,10.6,30.2,40.8,16.4,8.8,2.8,13.4,18.2,3.4,Toronto Raptors,2015-11-25 00:00:00,W,239.6,107.8,39.6,79.8,0.49799999999999994,13.0,30.0,0.43339999999999995,15.6,21.4,0.7292,8.8,34.6,43.4,26.6,4.8,3.4,13.0,21.2,6.4,Cleveland Cavaliers,2015-11-25 00:00:00,L
0021500220,239.8,102.4,36.2,81.8,0.44279999999999997,6.2,17.4,0.3342,23.8,27.0,0.8924,8.2,31.6,39.8,21.8,12.0,3.4,12.6,24.4,6.6,Memphis Grizzlies,2015-11-25 00:00:00,W,245.2,96.4,32.2,80.6,0.40099999999999997,10.6,33.4,0.31839999999999996,21.4,30.0,0.708,11.6,33.4,45.0,19.4,10.4,6.4,18.6,22.2,-7.4,Houston Rockets,2015-11-25 00:00:00,L
0021500221,244.6,110.8,41.6,86.4,0.4816,8.4,22.6,0.37560000000000004,19.2,24.4,0.761,9.4,36.4,45.8,26.2,8.0,4.8,16.0,22.8,-0.2,Sacramento Kings,2015-11-25 00:00:00,W,239.8,99.8,37.6,79.0,0.47539999999999993,8.0,18.0,0.45119999999999993,16.6,22.6,0.7354,9.4,26.8,36.2,24.6,8.2,4.2,15.2,24.0,-14.2,Milwaukee Bucks,2015-11-25 00:00:00,L
0021500222,240.6,100.8,35.8,82.6,0.43479999999999996,10.4,28.4,0.37300000000000005,18.8,24.0,0.7844,10.6,34.0,44.6,22.8,8.8,6.2,15.4,19.4,2.4,Atlanta Hawks,2015-11-25 00:00:00,L,244.8,97.8,35.0,83.8,0.4202,4.6,17.0,0.2644,23.2,29.2,0.7938000000000001,9.4,38.0,47.4,18.8,8.0,6.6,13.4,23.2,1.6,Minnesota Timberwolves,2015-11-25 00:00:00,W
0021500223,240.2,107.6,40.6,84.4,0.484,8.0,23.8,0.3496,18.4,24.0,0.7876000000000001,12.2,31.4,43.6,20.8,9.2,6.2,15.8,20.0,8.0,Oklahoma City Thunder,2015-11-25 00:00:00,W,240.6,101.2,39.8,87.4,0.45599999999999996,6.0,16.4,0.3536,15.6,20.8,0.7369999999999999,10.6,33.2,43.8,20.4,10.0,2.8,14.0,17.8,-5.8,Brooklyn Nets,2015-11-25 00:00:00,L
0021500224,240.4,95.4,37.0,81.0,0.4568,8.4,20.8,0.4196,13.0,17.4,0.7245999999999999,9.0,35.6,44.6,23.8,8.2,6.8,13.6,16.4,5.2,San Antonio Spurs,2015-11-25 00:00:00,W,240.0,100.2,36.8,79.6,0.4628,8.4,24.6,0.3518,18.2,24.0,0.7737999999999999,7.4,33.2,40.6,23.0,7.2,4.6,14.8,20.8,-1.8,Dallas Mavericks,2015-11-25 00:00:00,L
0021500225,239.8,109.4,41.0,86.4,0.476,8.8,25.8,0.348,18.6,22.2,0.8698,8.0,35.4,43.4,23.0,6.0,5.4,11.4,21.6,0.4,New Orleans Pelicans,2015-11-25 00:00:00,W,239.2,105.0,38.0,85.8,0.4452,11.4,27.0,0.4154,17.6,21.8,0.8106,11.0,31.4,42.4,20.6,9.2,4.6,16.8,22.4,-5.0,Phoenix Suns,2015-11-25 00:00:00,L
0021500226,240.4,94.8,35.2,75.6,0.4654,6.2,19.0,0.33520000000000005,18.2,25.0,0.7325999999999999,11.8,30.0,41.8,16.8,8.6,4.2,17.6,19.4,-3.0,Utah Jazz,2015-11-25 00:00:00,W,240.2,98.0,37.2,80.4,0.46180000000000004,7.8,23.4,0.33840000000000003,15.8,24.8,0.6362,10.6,28.8,39.4,21.6,9.4,6.2,13.6,25.2,-4.6,LA Clippers,2015-11-25 00:00:00,L
0021500227,239.6,107.0,38.8,80.0,0.48699999999999993,12.4,28.4,0.43079999999999996,17.0,22.4,0.7612,10.6,34.8,45.4,25.8,3.8,3.4,13.4,20.6,8.4,Cleveland Cavaliers,2015-11-27 00:00:00,W,245.0,109.4,40.0,84.4,0.473,9.0,26.0,0.3476,20.4,24.8,0.8468,7.6,37.8,45.4,23.6,6.8,7.6,15.0,19.6,8.8,Charlotte Hornets,2015-11-27 00:00:00,L
0021500228,245.2,102.4,39.2,90.2,0.43979999999999997,9.0,23.4,0.3862,15.0,20.8,0.7118,13.4,33.0,46.4,24.4,7.0,5.8,12.2,21.4,3.2,Orlando Magic,2015-11-27 00:00:00,W,239.6,100.6,37.6,79.4,0.473,7.6,19.0,0.4176,17.8,22.2,0.8006,9.4,27.6,37.0,24.2,8.8,4.0,15.6,22.6,-13.2,Milwaukee Bucks,2015-11-27 00:00:00,L
0021500229,239.8,102.6,38.6,87.8,0.4404,10.8,29.8,0.36519999999999997,14.6,18.8,0.778,11.4,32.8,44.2,25.4,10.2,4.2,16.0,18.6,5.6,Boston Celtics,2015-11-27 00:00:00,W,240.2,96.6,34.2,80.4,0.43019999999999997,9.4,24.8,0.3796,18.8,25.0,0.7624,9.8,32.4,42.2,21.0,9.4,2.4,16.0,19.0,-6.6,Washington Wizards,2015-11-27 00:00:00,L
0021500230,239.6,97.0,33.6,78.8,0.4258,6.0,19.6,0.309,23.8,31.6,0.754,11.0,34.4,45.4,19.2,6.4,8.4,11.4,16.0,5.0,Miami Heat,2015-11-27 00:00:00,W,240.2,89.4,31.6,81.4,0.3908,8.0,22.0,0.3588,18.2,23.6,0.7672000000000001,11.8,31.4,43.2,17.4,6.0,6.4,12.6,22.4,-7.4,New York Knicks,2015-11-27 00:00:00,L
0021500231,239.8,95.6,35.2,87.0,0.40619999999999995,8.0,20.0,0.4008,17.2,22.4,0.7882,10.2,35.6,45.8,22.4,8.0,4.6,12.8,19.4,-2.4,Chicago Bulls,2015-11-27 00:00:00,L,240.8,111.4,41.0,87.4,0.47000000000000003,12.6,26.4,0.47800000000000004,16.8,23.8,0.7062,10.6,35.8,46.4,23.6,11.2,4.4,15.4,17.4,18.4,Indiana Pacers,2015-11-27 00:00:00,W
0021500232,245.0,100.6,32.6,78.2,0.4204,10.6,31.0,0.3596,24.8,32.8,0.7604,10.8,34.8,45.6,19.0,9.4,6.4,18.6,22.4,-3.8,Houston Rockets,2015-11-27 00:00:00,W,240.4,93.6,33.2,81.0,0.4096,10.2,30.0,0.33399999999999996,17.0,22.8,0.7444000000000001,9.0,32.8,41.8,17.6,10.2,7.8,16.4,23.8,-8.2,Philadelphia 76ers,2015-11-27 00:00:00,L
0021500233,240.2,98.2,35.8,81.0,0.4424,6.2,20.0,0.273,20.4,23.4,0.8888,6.8,33.6,40.4,21.2,10.4,2.8,13.2,25.0,2.0,Memphis Grizzlies,2015-11-27 00:00:00,L,240.4,106.4,36.2,82.4,0.44139999999999996,10.8,30.4,0.362,23.2,28.4,0.8193999999999999,10.2,33.6,43.8,23.4,8.2,5.4,13.4,20.2,5.8,Atlanta Hawks,2015-11-27 00:00:00,W
0021500234,240.2,94.0,35.8,89.0,0.40380000000000005,9.0,28.4,0.31239999999999996,13.4,17.0,0.7946,13.8,30.8,44.6,18.6,7.2,3.6,11.8,19.0,-1.2,Detroit Pistons,2015-11-27 00:00:00,L,240.4,106.2,40.4,83.2,0.48819999999999997,8.0,25.2,0.3256,17.4,21.2,0.8218,11.4,33.8,45.2,20.8,8.4,7.2,16.6,20.6,9.8,Oklahoma City Thunder,2015-11-27 00:00:00,W
0021500235,240.4,91.8,35.8,78.8,0.45519999999999994,8.2,21.6,0.39239999999999997,12.0,16.2,0.7218,8.0,35.0,43.0,21.6,9.4,5.6,15.2,17.2,5.2,San Antonio Spurs,2015-11-27 00:00:00,W,240.0,96.8,35.6,85.8,0.41479999999999995,5.8,19.8,0.2956,19.8,24.2,0.8315999999999999,12.0,30.8,42.8,21.0,7.0,2.8,14.0,21.0,-11.8,Denver Nuggets,2015-11-27 00:00:00,L
0021500236,240.2,118.8,43.0,82.8,0.5199999999999999,15.2,32.2,0.4702,17.6,23.8,0.716,10.6,37.4,48.0,30.0,8.4,6.6,17.2,19.8,17.0,Golden State Warriors,2015-11-27 00:00:00,W,239.2,108.8,39.6,86.0,0.46159999999999995,11.8,26.8,0.4332,17.8,22.2,0.807,9.6,30.2,39.8,21.6,9.4,4.2,17.2,24.8,-7.6,Phoenix Suns,2015-11-27 00:00:00,L
0021500237,245.0,97.4,35.2,79.8,0.4422,5.6,17.8,0.2984,21.4,26.0,0.8290000000000001,8.8,37.0,45.8,20.0,6.4,6.2,15.2,21.8,1.2,Minnesota Timberwolves,2015-11-27 00:00:00,W,244.8,109.6,41.4,86.4,0.47919999999999996,9.0,23.8,0.3858,17.8,23.8,0.7032,9.2,33.4,42.6,25.2,7.4,5.2,15.0,21.6,-1.0,Sacramento Kings,2015-11-27 00:00:00,L
0021500238,240.6,96.8,36.4,79.4,0.4582,6.6,21.4,0.32239999999999996,17.4,26.0,0.6628000000000001,9.8,32.4,42.2,22.8,8.4,7.2,14.2,24.2,1.0,LA Clippers,2015-11-27 00:00:00,W,239.8,107.8,39.6,88.6,0.44960000000000006,8.4,25.2,0.3372,20.2,24.6,0.8539999999999999,9.4,37.4,46.8,22.0,6.8,4.0,12.0,22.8,-0.4,New Orleans Pelicans,2015-11-27 00:00:00,L
0021500239,240.2,90.0,32.2,82.8,0.3902,8.4,25.0,0.33140000000000003,17.2,22.2,0.7766,10.6,31.6,42.2,20.0,10.0,2.4,16.4,18.4,-12.8,Washington Wizards,2015-11-28 00:00:00,L,240.4,93.8,33.6,77.4,0.434,9.2,23.8,0.36760000000000004,17.4,21.8,0.7894000000000001,9.4,33.0,42.4,16.2,8.2,3.8,14.2,17.4,4.8,Toronto Raptors,2015-11-28 00:00:00,W
0021500240,240.6,100.8,39.0,86.8,0.44939999999999997,5.0,15.8,0.3106,17.8,23.0,0.7794000000000001,10.4,33.8,44.2,20.2,9.0,3.0,15.0,18.6,-6.6,Brooklyn Nets,2015-11-28 00:00:00,L,239.8,102.0,37.8,83.2,0.4548,12.0,29.0,0.4058,14.4,19.8,0.7306,10.4,36.2,46.6,24.0,5.0,5.2,13.8,19.6,5.8,Cleveland Cavaliers,2015-11-28 00:00:00,W
0021500241,240.0,97.4,36.0,80.6,0.44580000000000003,8.4,25.8,0.3356,17.0,22.4,0.7718,8.0,33.2,41.2,22.2,8.4,3.8,14.0,19.2,-0.4,Dallas Mavericks,2015-11-28 00:00:00,W,239.8,93.4,34.0,81.2,0.41720000000000007,6.4,21.8,0.29300000000000004,19.0,24.0,0.7958000000000001,10.6,31.2,41.8,19.4,7.4,2.8,16.8,22.0,-11.8,Denver Nuggets,2015-11-28 00:00:00,L
0021500242,240.2,95.4,37.0,79.0,0.46840000000000004,8.2,21.6,0.39239999999999997,13.2,17.0,0.7492000000000001,9.4,34.8,44.2,22.2,10.6,5.8,16.8,16.6,12.0,San Antonio Spurs,2015-11-28 00:00:00,W,240.0,103.4,36.0,82.0,0.441,10.2,29.6,0.3482,21.2,26.2,0.7924,10.2,33.2,43.4,24.4,8.2,5.2,14.8,20.6,0.6,Atlanta Hawks,2015-11-28 00:00:00,L
0021500243,239.4,104.6,36.8,83.4,0.44299999999999995,7.8,22.2,0.346,23.2,28.8,0.8140000000000001,8.2,37.6,45.8,21.6,6.8,4.0,13.0,21.6,-1.8,New Orleans Pelicans,2015-11-28 00:00:00,L,240.8,95.6,35.0,76.8,0.4554,6.6,18.4,0.3686,19.0,25.8,0.7438,12.2,31.4,43.6,16.2,9.4,4.6,17.2,21.4,-0.4,Utah Jazz,2015-11-28 00:00:00,W
0021500244,245.8,101.6,37.0,86.2,0.4306,8.6,26.4,0.3226,19.0,24.6,0.7706,12.4,37.0,49.4,20.6,7.2,5.8,14.6,19.8,5.4,Portland Trail Blazers,2015-11-28 00:00:00,W,240.0,91.6,34.2,81.4,0.4224,6.6,21.4,0.30999999999999994,16.6,20.6,0.8012,9.0,32.4,41.4,17.2,7.0,3.2,12.8,17.4,-18.0,Los Angeles Lakers,2015-11-28 00:00:00,L
0021500245,244.6,108.0,40.6,89.6,0.4547999999999999,8.6,24.2,0.36140000000000005,18.2,22.8,0.7666000000000001,11.2,32.6,43.8,24.6,8.6,6.0,14.2,21.0,-3.4,Sacramento Kings,2015-11-28 00:00:00,L,240.4,118.0,43.2,84.2,0.5134,15.0,32.2,0.46340000000000003,16.6,22.8,0.7116,11.6,37.2,48.8,30.2,9.2,7.2,16.2,19.6,19.4,Golden State Warriors,2015-11-28 00:00:00,W
0021500246,244.8,103.6,37.6,82.4,0.4526,9.8,27.2,0.3564,18.6,22.0,0.8603999999999999,7.2,37.0,44.2,22.2,7.0,7.2,14.6,19.6,8.8,Charlotte Hornets,2015-11-29 00:00:00,W,239.4,97.0,36.6,81.2,0.4492,8.6,23.0,0.3998,15.2,19.8,0.7532,10.8,31.0,41.8,24.8,9.0,4.0,16.2,21.6,-11.2,Milwaukee Bucks,2015-11-29 00:00:00,L
0021500247,240.2,97.0,35.4,79.2,0.4476,6.4,17.4,0.354,19.8,24.2,0.8244,8.0,34.2,42.2,20.0,7.0,4.2,15.0,22.6,0.2,Minnesota Timberwolves,2015-11-29 00:00:00,L,240.4,100.0,36.6,77.2,0.47380000000000005,6.8,21.0,0.3368,20.0,29.4,0.6900000000000001,9.2,32.4,41.6,22.8,7.8,7.2,14.2,23.6,4.8,LA Clippers,2015-11-29 00:00:00,W
0021500248,240.6,96.0,37.2,84.8,0.43899999999999995,4.8,15.2,0.3106,16.8,21.8,0.7784,10.8,36.2,47.0,18.2,9.6,4.4,17.0,17.2,-4.8,Brooklyn Nets,2015-11-29 00:00:00,W,240.4,91.4,34.6,91.8,0.3792,9.0,27.6,0.3196,13.2,18.6,0.7265999999999999,16.0,29.8,45.8,19.8,7.2,2.8,11.8,17.4,-4.0,Detroit Pistons,2015-11-29 00:00:00,L
0021500249,239.8,103.6,40.0,86.8,0.462,9.0,24.2,0.3724,14.6,19.8,0.7256,12.8,33.6,46.4,25.2,6.2,6.4,13.0,21.2,6.4,Orlando Magic,2015-11-29 00:00:00,W,240.0,96.8,35.6,88.0,0.40499999999999997,9.8,29.4,0.3332,15.8,20.8,0.758,11.8,31.0,42.8,23.2,9.6,4.6,15.0,18.0,-3.2,Boston Celtics,2015-11-29 00:00:00,L
0021500250,240.2,96.4,34.4,78.6,0.43740000000000007,10.6,25.6,0.40040000000000003,17.0,21.6,0.7764,9.2,34.4,43.6,17.2,7.4,4.4,13.6,17.4,4.6,Toronto Raptors,2015-11-29 00:00:00,L,239.6,107.4,39.6,89.0,0.44560000000000005,11.0,26.8,0.4034,17.2,21.2,0.8150000000000001,10.2,31.2,41.4,22.0,8.8,4.6,15.2,22.6,-8.0,Phoenix Suns,2015-11-29 00:00:00,W
0021500251,240.0,97.4,35.4,80.2,0.44160000000000005,5.4,17.8,0.268,21.2,25.0,0.8686,8.2,32.6,40.8,19.8,9.4,3.4,16.2,22.6,1.2,Memphis Grizzlies,2015-11-29 00:00:00,W,240.2,92.8,32.8,80.6,0.40659999999999996,11.0,32.0,0.3390000000000001,16.2,21.6,0.749,8.8,32.8,41.6,18.0,12.8,8.4,18.0,26.0,-4.8,Philadelphia 76ers,2015-11-29 00:00:00,L
0021500252,245.2,93.0,34.0,82.6,0.41459999999999997,6.8,21.6,0.3054,18.2,22.4,0.8131999999999999,11.6,33.0,44.6,17.2,5.0,6.8,12.8,23.2,-9.0,New York Knicks,2015-11-29 00:00:00,L,245.0,102.2,34.8,78.8,0.44139999999999996,9.2,27.2,0.352,23.4,33.0,0.7168,11.6,31.6,43.2,17.8,10.4,5.6,16.8,22.2,-3.8,Houston Rockets,2015-11-29 00:00:00,W
0021500253,240.6,113.8,40.8,86.6,0.4716,12.6,27.6,0.4588,19.6,26.4,0.735,10.2,36.2,46.4,23.2,11.2,4.4,16.0,16.8,19.4,Indiana Pacers,2015-11-29 00:00:00,W,240.0,92.0,34.4,85.8,0.403,7.0,24.0,0.2866,16.2,21.0,0.7666,10.6,34.2,44.8,18.2,7.2,3.8,11.6,18.2,-15.0,Los Angeles Lakers,2015-11-29 00:00:00,L
0021500254,240.8,95.6,36.4,93.0,0.39380000000000004,9.0,27.0,0.3276,13.8,21.8,0.6809999999999999,17.2,30.2,47.4,20.2,8.2,4.0,11.4,17.8,-1.4,Detroit Pistons,2015-11-30 00:00:00,W,244.8,106.4,36.2,81.6,0.44539999999999996,10.2,26.8,0.392,23.8,31.2,0.7692,13.0,29.4,42.4,18.6,10.4,5.2,15.4,23.0,-3.6,Houston Rockets,2015-11-30 00:00:00,L
0021500255,240.0,97.6,36.2,87.6,0.41459999999999997,8.6,26.0,0.3376,16.6,21.6,0.764,12.2,31.6,43.8,24.0,10.8,4.8,14.6,16.6,0.8,Boston Celtics,2015-11-30 00:00:00,W,239.6,92.8,32.4,76.0,0.4274,5.6,18.2,0.3094,22.4,29.8,0.7524,10.8,34.0,44.8,18.4,6.0,8.2,13.6,16.8,1.6,Miami Heat,2015-11-30 00:00:00,L
0021500256,240.0,105.2,37.4,82.8,0.4532,10.0,29.6,0.34099999999999997,20.4,25.2,0.7964,10.6,35.4,46.0,24.6,8.0,6.0,14.8,19.6,4.2,Atlanta Hawks,2015-11-30 00:00:00,W,240.4,108.2,40.8,83.4,0.4918,8.8,23.2,0.37859999999999994,17.8,21.0,0.8468,9.8,35.2,45.0,22.2,8.2,8.0,16.0,20.6,9.2,Oklahoma City Thunder,2015-11-30 00:00:00,L
0021500257,239.8,94.8,35.6,87.0,0.41079999999999994,8.0,20.2,0.39580000000000004,15.6,20.0,0.7832,10.6,35.8,46.4,22.2,7.0,4.0,13.2,19.6,-2.0,Chicago Bulls,2015-11-30 00:00:00,W,240.2,94.8,37.6,82.6,0.45619999999999994,7.2,20.2,0.3544,12.4,16.2,0.7390000000000001,10.4,35.2,45.6,22.2,10.2,5.4,15.2,16.0,9.4,San Antonio Spurs,2015-11-30 00:00:00,L
0021500258,240.0,98.2,36.8,80.8,0.4542,8.8,23.2,0.40759999999999996,15.8,20.4,0.7617999999999999,9.8,31.0,40.8,26.0,9.2,5.4,14.2,21.6,-0.2,Milwaukee Bucks,2015-11-30 00:00:00,W,239.8,86.8,31.4,78.2,0.4006,6.6,20.8,0.31460000000000005,17.4,22.0,0.792,9.8,33.0,42.8,18.4,7.0,2.8,19.0,21.6,-14.0,Denver Nuggets,2015-11-30 00:00:00,L
0021500259,240.6,97.6,36.0,80.2,0.44800000000000006,6.4,17.8,0.3682,19.2,25.8,0.7529999999999999,12.8,29.6,42.4,16.8,9.4,4.0,15.4,20.6,-1.8,Utah Jazz,2015-11-30 00:00:00,L,240.2,118.0,43.4,84.8,0.5122,15.8,32.2,0.491,15.4,21.0,0.7216,12.2,35.8,48.0,30.4,8.2,7.0,16.2,20.4,17.6,Golden State Warriors,2015-11-30 00:00:00,W
0021500260,240.0,96.6,35.4,80.8,0.43760000000000004,8.6,27.6,0.327,17.2,23.4,0.7382,8.2,34.2,42.4,21.8,8.0,3.4,15.6,21.4,-5.0,Dallas Mavericks,2015-11-30 00:00:00,L,244.8,111.0,41.6,89.2,0.46939999999999993,9.0,26.4,0.3494,18.8,25.4,0.727,11.0,31.8,42.8,24.4,6.6,5.2,13.6,21.4,-1.8,Sacramento Kings,2015-11-30 00:00:00,W
0021500261,240.6,98.4,36.6,86.0,0.42679999999999996,7.8,25.0,0.30600000000000005,17.4,24.2,0.7236,13.0,37.6,50.6,20.6,6.2,4.8,14.4,22.0,3.4,Portland Trail Blazers,2015-11-30 00:00:00,L,240.8,104.4,37.4,79.4,0.47300000000000003,7.0,18.4,0.37720000000000004,22.6,36.6,0.64,10.4,33.8,44.2,23.8,7.4,6.4,12.4,22.0,10.0,LA Clippers,2015-11-30 00:00:00,W
0021500262,240.6,90.0,32.4,83.8,0.3868,8.4,26.8,0.3078,16.8,21.4,0.7866,9.2,32.4,41.6,20.2,9.4,3.4,16.6,19.2,-10.8,Washington Wizards,2015-12-01 00:00:00,W,239.6,97.2,35.2,82.8,0.4258,11.6,29.2,0.39,15.2,20.6,0.7362,10.2,35.6,45.8,21.6,5.8,4.2,14.6,18.8,1.0,Cleveland Cavaliers,2015-12-01 00:00:00,L
0021500263,240.0,92.0,34.0,88.2,0.3862,7.0,25.8,0.26959999999999995,17.0,22.4,0.7552,11.2,34.6,45.8,17.0,6.4,3.4,10.8,18.4,-15.2,Los Angeles Lakers,2015-12-01 00:00:00,L,240.4,95.2,34.0,80.0,0.42460000000000003,11.8,32.2,0.362,15.4,21.4,0.721,8.8,33.6,42.4,20.4,12.6,8.4,17.8,23.6,-1.4,Philadelphia 76ers,2015-12-01 00:00:00,W
0021500264,240.4,95.8,38.4,83.8,0.458,4.0,14.0,0.288,15.0,19.4,0.7702,9.2,37.4,46.6,19.4,9.6,5.2,16.2,18.4,0.8,Brooklyn Nets,2015-12-01 00:00:00,W,240.0,102.4,39.2,86.0,0.4558,9.6,25.2,0.38039999999999996,14.4,19.0,0.7756000000000001,8.8,31.2,40.0,22.6,9.4,4.4,15.4,19.4,-7.4,Phoenix Suns,2015-12-01 00:00:00,L
0021500265,239.6,104.6,40.0,85.6,0.4678,8.2,21.4,0.37320000000000003,16.4,22.2,0.7256,12.0,33.2,45.2,23.6,6.0,6.0,12.2,22.0,8.2,Orlando Magic,2015-12-01 00:00:00,W,240.4,98.4,34.6,79.2,0.4372,6.6,18.6,0.35,22.6,26.8,0.8516,9.2,34.2,43.4,19.4,7.0,5.6,14.2,22.8,1.6,Minnesota Timberwolves,2015-12-01 00:00:00,L
0021500266,239.6,104.6,35.8,82.0,0.4384,8.0,23.2,0.3398,25.0,32.0,0.7774,8.6,34.0,42.6,21.4,6.8,5.6,12.8,22.4,-6.4,New Orleans Pelicans,2015-12-01 00:00:00,L,240.0,103.6,37.6,83.4,0.4508,5.6,18.0,0.2858,22.8,26.8,0.861,9.4,34.2,43.6,20.2,7.4,3.8,14.2,22.6,5.0,Memphis Grizzlies,2015-12-01 00:00:00,W
0021500267,245.6,100.4,37.2,88.0,0.4244,9.2,28.0,0.317,16.8,22.8,0.75,12.2,37.4,49.6,22.2,5.8,4.4,14.6,23.2,0.6,Portland Trail Blazers,2015-12-01 00:00:00,L,245.4,96.8,35.2,83.0,0.42300000000000004,8.4,29.6,0.2838,18.0,22.6,0.7906000000000001,8.8,36.2,45.0,21.2,7.8,3.6,14.6,21.4,-3.8,Dallas Mavericks,2015-12-01 00:00:00,W
0021500268,239.8,117.6,43.2,84.6,0.5112,16.0,33.2,0.48180000000000006,15.2,20.6,0.7286,12.2,37.2,49.4,29.6,5.6,7.2,15.6,20.0,18.4,Golden State Warriors,2015-12-02 00:00:00,W,245.0,100.8,36.6,85.0,0.4282,9.2,28.4,0.3184,18.4,23.6,0.8028000000000001,8.8,35.4,44.2,21.0,7.6,6.6,14.0,18.0,0.4,Charlotte Hornets,2015-12-02 00:00:00,L
0021500269,240.0,95.0,35.8,89.8,0.3988,7.4,27.2,0.267,16.0,21.0,0.7647999999999999,11.4,33.2,44.6,17.0,9.6,2.8,12.0,20.4,-11.6,Los Angeles Lakers,2015-12-02 00:00:00,W,240.2,89.6,32.2,83.0,0.3888,7.2,24.4,0.2956,18.0,22.8,0.7934,8.8,33.0,41.8,19.6,9.8,3.6,17.0,18.6,-8.2,Washington Wizards,2015-12-02 00:00:00,L
0021500270,245.6,103.4,39.0,92.2,0.42680000000000007,10.2,26.8,0.3736,15.2,25.8,0.6372,15.4,32.4,47.8,21.2,8.8,3.6,11.6,18.2,3.8,Detroit Pistons,2015-12-02 00:00:00,W,245.4,110.0,41.8,90.8,0.4596,11.0,28.0,0.39159999999999995,15.4,20.0,0.7822,9.0,30.8,39.8,23.6,8.2,4.4,12.8,22.6,-5.6,Phoenix Suns,2015-12-02 00:00:00,L
0021500271,245.2,91.4,34.8,84.2,0.41600000000000004,5.2,20.4,0.25160000000000005,16.6,20.0,0.8272,9.4,36.2,45.6,17.0,5.2,7.0,14.0,22.2,-7.6,New York Knicks,2015-12-02 00:00:00,W,240.0,93.6,34.0,81.6,0.417,11.6,32.0,0.3574,14.0,20.8,0.682,8.0,34.6,42.6,19.6,12.2,8.6,16.6,22.2,-2.8,Philadelphia 76ers,2015-12-02 00:00:00,L
0021500272,240.0,98.2,35.0,84.8,0.414,9.2,30.2,0.3002,19.0,24.0,0.7736000000000001,12.0,34.0,46.0,22.4,8.0,6.0,13.2,18.6,-2.6,Atlanta Hawks,2015-12-02 00:00:00,L,240.2,95.2,34.8,78.8,0.44139999999999996,8.8,24.0,0.3574,16.8,21.6,0.768,8.4,37.0,45.4,15.4,8.0,4.8,13.6,18.0,4.4,Toronto Raptors,2015-12-02 00:00:00,W
0021500273,239.8,94.0,34.6,88.2,0.39280000000000004,7.4,19.8,0.3716,17.4,22.6,0.7674000000000001,11.4,38.0,49.4,21.8,6.2,5.6,12.2,19.6,-1.4,Chicago Bulls,2015-12-02 00:00:00,W,240.0,83.8,31.2,79.6,0.392,6.8,20.8,0.3278,14.6,19.4,0.756,9.8,34.6,44.4,19.0,6.8,3.8,16.6,23.0,-13.2,Denver Nuggets,2015-12-02 00:00:00,L
0021500274,239.4,100.4,35.2,82.6,0.4284,7.2,22.2,0.3224,22.8,29.0,0.7884,9.8,34.2,44.0,20.8,5.6,5.6,14.6,23.6,-9.0,New Orleans Pelicans,2015-12-02 00:00:00,L,244.8,107.6,36.4,82.8,0.4418,9.4,26.6,0.3654,25.4,33.4,0.77,11.6,30.8,42.4,19.0,11.0,5.8,15.0,22.4,-1.2,Houston Rockets,2015-12-02 00:00:00,W
0021500275,240.4,94.2,36.6,84.2,0.43599999999999994,6.8,20.4,0.331,14.2,18.2,0.779,10.4,38.4,48.8,23.0,8.8,6.6,13.4,14.4,11.6,San Antonio Spurs,2015-12-02 00:00:00,W,240.2,90.4,33.4,79.8,0.41719999999999996,7.6,23.4,0.312,16.0,20.6,0.7636,8.6,32.0,40.6,23.4,8.2,5.8,15.0,21.0,-9.4,Milwaukee Bucks,2015-12-02 00:00:00,L
0021500276,240.4,100.4,36.0,79.4,0.4554,6.6,19.8,0.3416,21.8,35.0,0.6448,10.2,33.4,43.6,22.8,6.2,5.2,14.0,23.2,4.2,LA Clippers,2015-12-02 00:00:00,L,240.4,112.0,38.8,83.4,0.46440000000000003,11.6,26.2,0.44000000000000006,22.8,30.2,0.7392,8.8,37.4,46.2,20.8,9.0,4.0,15.2,18.6,16.4,Indiana Pacers,2015-12-02 00:00:00,W
